Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
34,Travel_Rarely,1474,Sales,11,2,Other,4,Male,43,2,2,Sales Representative,1,Single,11874,21296,2,No,12,3,4,2,9,3,3,9,7,1,2,No
28,Travel_Rarely,891,Human Resources,23,3,Life Sciences,3,Female,84,4,1,Manager,1,Single,5173,15180,1,No,18,4,3,0,8,3,3,8,8,4,1,Yes
49,Travel_Rarely,695,Research & Development,11,3,Medical,3,Male,36,3,1,Healthcare Representative,3,Married,9031,15585,1,Yes,15,3,4,2,1,2,3,1,1,1,2,No
27,Non-Travel,401,Sales,7,4,Life Sciences,3,Female,33,4,1,Sales Executive,3,Single,1139,7436,4,No,11,3,4,0,14,2,2,14,10,3,0,No
39,Travel_Rarely,793,Research & Development,20,3,Medical,3,Female,59,2,3,Research Director,3,Married,15174,20641,4,No,20,3,4,1,1,5,3,1,0,0,1,No
34,Travel_Rarely,829,Research & Development,15,4,Technical Degree,1,Female,91,3,4,Manufacturing Director,4,Divorced,8881,15342,0,Yes,20,3,4,0,11,3,3,11,10,2,4,No
21,Travel_Rarely,337,Research & Development,11,1,Marketing,4,Male,86,2,1,Laboratory Technician,2,Married,5611,21554,2,No,11,3,4,0,4,3,3,4,0,1,0,No
42,Travel_Rarely,1066,Sales,1,3,Technical Degree,3,Male,66,3,1,Manager,3,Married,5722,25394,3,Yes,12,3,3,2,2,5,2,2,1,0,10,No
38,Travel_Frequently,998,Research & Development,4,3,Life Sciences,1,Male,84,4,2,Manufacturing Director,1,Divorced,5758,10812,5,No,18,3,4,1,1,3,3,1,1,0,1,No
54,Travel_Frequently,312,Research & Development,8,1,Technical Degree,3,Male,94,2,3,Research Director,2,Married,12020,2542,5,No,18,3,4,3,1,3,4,1,0,1,3,No
55,Travel_Rarely,387,Research & Development,6,3,Life Sciences,3,Female,81,3,2,Healthcare Representative,1,Married,9195,13506,1,No,20,3,3,0,7,4,4,7,4,2,1,No
18,Non-Travel,524,Research & Development,3,4,Technical Degree,3,Male,32,3,2,Manufacturing Director,4,Married,5170,16530,5,No,24,3,1,1,5,5,3,5,5,2,2,No
42,Travel_Frequently,595,Research & Development,1,5,Life Sciences,1,Male,36,1,3,Healthcare Representative,3,Divorced,2783,18420,1,No,16,3,2,1,0,2,3,0,0,4,9,No
53,Travel_Frequently,1119,Research & Development,7,3,Life Sciences,2,Female,99,3,2,Healthcare Representative,2,Married,10088,25912,4,No,20,3,1,0,0,3,3,0,0,1,0,Yes
34,Travel_Rarely,938,Research & Development,3,4,Medical,1,Female,99,3,5,Research Scientist,3,Married,9015,8967,1,No,25,3,2,0,0,5,2,0,0,4,7,No
58,Travel_Frequently,868,Research & Development,2,3,Human Resources,3,Male,63,4,2,Manufacturing Director,2,Divorced,8619,8791,4,Yes,14,3,1,0,9,0,3,9,8,0,3,No
41,Travel_Rarely,446,Research & Development,4,3,Life Sciences,4,Female,45,1,5,Manufacturing Director,4,Married,6248,6255,1,Yes,11,3,4,3,8,0,2,8,5,1,4,No
19,Travel_Rarely,624,Sales,13,1,Life Sciences,1,Male,37,4,1,Manager,3,Married,5601,10090,4,No,16,3,3,1,0,3,2,0,0,0,0,Yes
57,Travel_Frequently,920,Sales,6,3,Technical Degree,2,Female,50,3,1,Sales Executive,1,Divorced,11555,12137,1,No,21,3,1,0,5,2,4,5,3,5,5,No
32,Travel_Rarely,420,Research & Development,2,1,Life Sciences,4,Male,40,3,3,Research Director,4,Married,11834,26555,3,No,22,3,3,0,0,3,4,0,0,1,0,No
49,Travel_Rarely,1467,Research & Development,1,2,Life Sciences,1,Male,79,2,3,Research Scientist,1,Divorced,8420,2213,4,Yes,15,3,2,0,16,3,4,16,15,0,13,No
56,Travel_Frequently,1118,Research & Development,6,3,Medical,1,Male,35,4,3,Healthcare Representative,4,Divorced,9409,16674,2,No,14,3,4,1,16,1,2,16,13,1,6,No
23,Travel_Frequently,796,Sales,14,4,Life Sciences,3,Male,44,3,2,Manager,3,Married,7208,22962,1,Yes,11,3,2,3,8,4,4,8,5,1,2,No
18,Travel_Rarely,691,Sales,9,3,Technical Degree,4,Male,40,3,4,Sales Representative,2,Married,2390,14668,7,No,15,4,2,1,18,2,2,18,14,4,10,No
40,Travel_Frequently,736,Sales,2,4,Marketing,4,Female,56,1,1,Sales Representative,3,Divorced,3560,21325,3,No,11,3,4,0,11,3,3,11,7,1,0,No
56,Travel_Rarely,309,Research & Development,5,4,Medical,4,Male,74,2,1,Research Scientist,1,Divorced,9938,20268,2,No,11,4,3,1,12,2,3,12,9,1,17,No
34,Travel_Rarely,287,Research & Development,17,2,Other,2,Male,67,3,2,Research Director,4,Married,10321,14799,5,Yes,15,3,4,3,5,4,3,5,1,7,5,No
51,Travel_Frequently,1078,Research & Development,1,3,Medical,4,Male,33,3,3,Healthcare Representative,2,Single,9662,21495,3,No,11,3,3,1,2,2,4,2,2,7,0,No
58,Travel_Rarely,118,Research & Development,6,3,Life Sciences,1,Male,74,3,3,Manufacturing Director,2,Married,7538,18828,2,No,16,4,2,3,1,0,3,1,1,0,3,No
46,Travel_Rarely,1415,Research & Development,3,4,Life Sciences,2,Male,39,4,2,Research Scientist,3,Married,9773,12488,2,No,18,3,3,0,2,6,3,2,0,2,4,No
26,Travel_Rarely,355,Research & Development,1,5,Medical,2,Female,83,3,1,Research Director,1,Married,6325,23935,4,No,11,3,1,1,6,6,2,6,3,1,3,No
30,Travel_Rarely,1072,Research & Development,1,4,Life Sciences,1,Female,58,2,1,Manufacturing Director,3,Married,8364,11838,2,No,12,3,1,1,1,2,3,1,1,2,2,No
23,Travel_Rarely,712,Research & Development,7,3,Human Resources,2,Male,41,4,2,Laboratory Technician,4,Married,5885,4344,1,No,11,3,2,1,2,0,3,2,1,2,1,Yes
23,Travel_Frequently,547,Research & Development,1,4,Marketing,3,Female,85,3,2,Laboratory Technician,4,Married,3329,23538,3,No,17,3,4,1,4,3,3,4,1,0,1,No
37,Travel_Frequently,1097,Research & Development,1,2,Life Sciences,3,Male,69,4,3,Manufacturing Director,3,Single,9093,16290,2,Yes,11,3,4,0,1,3,3,1,0,9,10,No
20,Travel_Rarely,1272,Research & Development,3,2,Medical,2,Female,66,4,3,Research Scientist,3,Married,10325,25061,3,No,17,4,2,0,6,5,3,6,4,0,1,No
34,Travel_Frequently,985,Human Resources,1,3,Marketing,4,Female,95,3,4,Manager,4,Married,13921,21715,5,No,16,3,2,2,17,2,3,17,14,2,13,No
29,Travel_Rarely,1239,Sales,4,4,Human Resources,3,Male,49,3,1,Sales Executive,1,Single,7292,25000,2,Yes,23,3,4,0,9,2,2,9,5,3,0,Yes
18,Travel_Rarely,1222,Human Resources,1,5,Technical Degree,2,Female,41,2,2,Manager,3,Single,3356,13795,4,Yes,21,3,1,3,7,3,3,7,7,0,1,No
34,Travel_Frequently,1084,Research & Development,3,3,Medical,2,Female,67,3,2,Manufacturing Director,2,Married,5514,26717,2,No,11,3,3,1,6,3,4,6,6,0,0,No
20,Travel_Rarely,607,Sales,14,4,Marketing,2,Male,59,3,3,Manager,4,Married,6092,24325,1,Yes,22,3,3,1,4,3,3,4,1,0,9,No
43,Travel_Rarely,1447,Research & Development,8,4,Medical,1,Male,76,3,2,Laboratory Technician,4,Single,6945,15371,3,No,12,3,4,2,1,4,2,1,0,3,0,No
32,Travel_Rarely,429,Human Resources,5,3,Medical,4,Female,100,3,4,Human Resources,4,Divorced,7912,16222,4,Yes,11,3,2,1,15,3,1,15,11,3,1,No
53,Travel_Rarely,450,Research & Development,1,3,Life Sciences,1,Female,71,4,2,Healthcare Representative,4,Married,7588,17110,4,No,12,3,4,1,2,1,3,2,1,0,7,No
49,Travel_Frequently,1295,Research & Development,8,3,Life Sciences,1,Female,34,2,1,Research Scientist,2,Divorced,8831,17475,1,No,13,3,3,0,0,3,3,0,0,0,6,Yes
49,Travel_Rarely,408,Research & Development,1,3,Medical,1,Male,77,2,1,Research Director,1,Married,7092,14310,3,No,23,3,2,2,9,2,3,9,6,1,7,No
21,Travel_Rarely,300,Sales,1,3,Life Sciences,4,Female,80,3,3,Sales Representative,2,Married,1009,18415,5,No,11,4,2,1,1,3,3,1,0,2,9,No
35,Travel_Rarely,1302,Sales,9,3,Life Sciences,1,Female,41,3,3,Sales Representative,3,Divorced,7181,7488,2,No,22,3,2,1,3,5,4,3,1,2,9,No
36,Travel_Rarely,1249,Sales,21,4,Marketing,3,Female,39,3,1,Sales Representative,3,Married,6760,13470,2,No,18,3,2,1,0,3,3,0,0,1,5,No
60,Travel_Rarely,1282,Sales,5,2,Life Sciences,1,Male,66,3,1,Sales Representative,4,Married,8150,20370,2,Yes,15,3,4,0,1,1,2,1,0,0,3,Yes
52,Travel_Rarely,708,Sales,1,3,Medical,4,Male,95,3,2,Sales Representative,2,Single,5415,19375,5,Yes,12,4,1,2,1,3,4,1,0,1,3,No
57,Travel_Frequently,1411,Sales,19,3,Medical,4,Male,96,1,3,Sales Executive,3,Married,7170,3832,3,Yes,14,3,4,0,0,2,3,0,0,0,0,Yes
31,Non-Travel,712,Research & Development,1,2,Other,3,Male,43,3,1,Research Scientist,4,Single,8168,15950,4,No,18,3,3,0,7,1,3,7,6,0,5,No
50,Travel_Rarely,1022,Sales,18,5,Medical,4,Female,76,3,2,Sales Representative,2,Single,6019,13288,4,Yes,18,3,2,0,12,3,3,12,10,0,1,No
31,Travel_Rarely,336,Research & Development,4,2,Life Sciences,3,Male,49,2,2,Healthcare Representative,2,Single,8527,15027,1,Yes,11,3,2,0,3,3,3,3,1,2,7,No
51,Travel_Rarely,1419,Research & Development,4,3,Medical,4,Female,81,2,4,Research Scientist,3,Single,6710,22584,1,No,18,3,3,1,14,3,3,14,10,0,3,No
21,Non-Travel,886,Research & Development,7,4,Technical Degree,4,Female,97,2,1,Research Director,3,Divorced,6969,13384,1,No,12,3,3,0,1,3,3,1,0,1,17,No
41,Non-Travel,943,Research & Development,28,1,Other,2,Female,55,3,3,Manufacturing Director,4,Single,1009,4597,4,No,14,3,4,0,2,2,3,2,0,2,0,No
46,Travel_Rarely,1143,Sales,20,4,Medical,3,Female,76,4,2,Manager,2,Married,3068,24538,0,Yes,20,4,3,0,1,1,3,1,0,3,5,No
36,Travel_Frequently,1060,Sales,5,3,Life Sciences,4,Male,32,4,1,Manager,4,Divorced,3076,23628,9,Yes,18,3,3,1,6,2,2,6,2,1,3,No
23,Travel_Rarely,1299,Sales,10,1,Technical Degree,2,Male,31,4,2,Manager,3,Married,7148,25224,1,No,11,3,1,1,3,4,2,3,0,0,10,No
50,Travel_Rarely,482,Sales,7,4,Life Sciences,4,Male,70,1,1,Sales Representative,1,Single,10314,11756,5,Yes,15,3,4,1,6,4,3,6,6,6,1,No
57,Travel_Rarely,1245,Sales,10,1,Medical,3,Male,59,4,3,Manager,1,Married,6144,21977,3,No,16,3,4,1,10,6,3,10,8,0,0,Yes
36,Travel_Rarely,869,Sales,15,3,Life Sciences,3,Male,66,3,2,Sales Executive,2,Married,9044,14038,1,No,15,3,2,1,5,3,2,5,1,1,3,No
18,Travel_Rarely,197,Sales,1,1,Life Sciences,3,Female,32,4,1,Sales Representative,1,Married,8444,13916,2,No,11,3,1,0,6,3,2,6,5,5,2,No
22,Travel_Rarely,132,Sales,3,1,Life Sciences,4,Male,38,4,1,Manager,2,Married,6919,15346,3,Yes,11,4,4,3,19,2,3,19,15,2,1,No
44,Travel_Rarely,198,Research & Development,28,4,Life Sciences,3,Male,37,3,3,Healthcare Representative,3,Divorced,8221,4655,3,No,11,3,4,0,2,1,3,2,0,2,17,Yes
33,Travel_Rarely,806,Sales,26,4,Marketing,1,Male,38,1,2,Sales Representative,3,Married,7237,6588,3,No,12,3,3,0,3,3,3,3,0,0,0,No
23,Travel_Rarely,1171,Research & Development,1,2,Human Resources,3,Male,46,3,2,Manufacturing Director,3,Married,6073,18444,1,No,15,3,3,1,8,3,2,8,7,0,3,No
57,Travel_Rarely,337,Research & Development,2,3,Life Sciences,4,Female,53,3,2,Laboratory Technician,1,Married,7673,22081,3,No,12,3,4,1,6,4,2,6,6,1,1,No
30,Travel_Rarely,438,Research & Development,29,4,Technical Degree,3,Female,43,2,4,Healthcare Representative,3,Single,10839,18864,1,Yes,12,3,2,1,1,3,3,1,0,1,0,Yes
52,Travel_Rarely,775,Sales,6,4,Life Sciences,2,Female,83,2,2,Sales Representative,3,Divorced,7918,8855,2,Yes,11,3,3,0,3,6,3,3,1,0,17,No
36,Travel_Rarely,386,Research & Development,7,3,Medical,2,Female,47,3,3,Healthcare Representative,4,Single,7153,26452,3,No,11,3,1,1,4,3,3,4,0,0,2,No
29,Travel_Rarely,235,Research & Development,1,4,Life Sciences,4,Female,68,2,1,Healthcare Representative,4,Married,3867,23927,2,No,11,4,1,1,3,2,3,3,0,0,7,No
33,Travel_Rarely,870,Sales,20,3,Human Resources,1,Male,76,4,1,Sales Representative,4,Divorced,10747,26807,5,No,18,3,4,0,1,4,3,1,0,2,7,No
60,Travel_Rarely,796,Research & Development,2,3,Marketing,3,Female,56,2,1,Research Director,4,Married,2278,5845,0,No,16,3,3,0,18,3,4,18,17,6,6,No
27,Travel_Rarely,640,Human Resources,1,5,Medical,1,Female,100,3,2,Manager,1,Married,1381,4794,1,No,18,3,4,1,10,4,2,10,10,2,2,Yes
42,Travel_Rarely,361,Sales,2,2,Technical Degree,2,Female,63,2,3,Sales Executive,1,Married,7614,7938,6,No,16,3,3,0,4,0,3,4,4,3,9,Yes
37,Travel_Frequently,604,Sales,22,2,Medical,2,Male,48,4,2,Sales Executive,4,Divorced,3857,10585,4,No,18,3,4,0,7,3,2,7,3,0,1,No
48,Travel_Rarely,693,Research & Development,10,3,Other,2,Male,35,3,2,Research Director,3,Married,9767,18509,1,Yes,11,3,3,0,15,1,3,15,11,0,2,No
21,Travel_Rarely,1305,Research & Development,13,2,Marketing,4,Female,59,2,3,Research Scientist,3,Divorced,1448,20982,2,No,20,3,1,0,1,1,2,1,0,0,1,No
40,Travel_Rarely,997,Sales,4,2,Human Resources,2,Male,41,3,1,Manager,4,Single,9385,10827,3,Yes,19,3,4,0,2,3,2,2,2,1,2,Yes
19,Travel_Rarely,1392,Sales,21,4,Medical,2,Male,44,2,1,Manager,3,Married,8962,21934,3,No,13,4,1,0,5,2,4,5,5,2,17,No
39,Travel_Rarely,1123,Research & Development,14,3,Life Sciences,3,Female,68,3,4,Research Director,1,Divorced,6854,19024,1,No,18,3,3,0,11,2,3,11,11,6,3,No
54,Travel_Rarely,185,Research & Development,12,3,Medical,4,Male,93,3,2,Healthcare Representative,2,Single,1009,19461,1,No,19,3,3,2,0,4,4,0,0,3,7,No
25,Travel_Rarely,511,Research & Development,29,3,Life Sciences,3,Male,93,2,3,Manufacturing Director,1,Married,1330,16853,4,Yes,14,3,1,0,28,5,3,28,27,0,1,Yes
24,Non-Travel,1281,Research & Development,4,2,Medical,1,Male,44,3,2,Healthcare Representative,4,Single,7219,22618,3,No,17,3,1,1,4,2,3,4,0,3,12,No
31,Travel_Rarely,429,Research & Development,8,3,Medical,1,Female,87,2,2,Laboratory Technician,3,Married,5801,16361,2,Yes,12,3,4,3,3,2,1,3,0,1,0,No
20,Travel_Rarely,447,Research & Development,21,3,Medical,3,Female,96,3,1,Research Director,4,Married,8681,18974,1,No,20,3,2,2,2,3,3,2,0,0,10,No
33,Travel_Rarely,1024,Sales,14,2,Life Sciences,4,Female,30,3,4,Sales Representative,4,Married,6295,20393,3,Yes,13,4,3,0,1,4,3,1,0,1,9,No
36,Non-Travel,198,Sales,7,5,Life Sciences,2,Male,36,3,2,Sales Representative,1,Single,6034,23532,7,No,16,3,3,0,10,6,1,10,9,1,0,Yes
35,Travel_Frequently,738,Research & Development,1,3,Medical,2,Female,38,4,1,Laboratory Technician,1,Single,1009,26204,1,No,14,3,2,1,21,2,3,21,20,3,3,No
33,Travel_Rarely,284,Research & Development,9,5,Human Resources,4,Male,30,3,3,Manufacturing Director,3,Single,8967,14789,4,No,12,3,4,2,3,3,3,3,0,0,6,No
25,Travel_Frequently,1452,Research & Development,6,2,Life Sciences,3,Male,34,3,2,Research Director,4,Married,4552,26854,2,No,11,3,4,0,21,1,3,21,19,0,2,No
50,Travel_Rarely,915,Research & Development,1,4,Medical,3,Male,76,4,3,Research Director,2,Married,5305,18966,4,Yes,18,3,1,1,12,2,3,12,12,0,0,No
29,Travel_Frequently,997,Sales,19,3,Marketing,1,Female,39,4,1,Manager,4,Divorced,3290,12351,4,Yes,14,4,3,2,4,0,4,4,2,0,7,Yes
28,Travel_Frequently,762,Research & Development,3,4,Medical,2,Female,31,3,1,Research Scientist,2,Married,1878,20198,4,No,22,3,2,1,7,2,2,7,5,6,2,Yes
22,Travel_Rarely,1046,Research & Development,4,3,Life Sciences,2,Female,52,4,1,Manufacturing Director,2,Married,10916,15477,2,No,19,4,3,1,3,3,3,3,1,6,1,No
44,Travel_Rarely,903,Sales,10,5,Medical,2,Female,85,4,1,Sales Representative,4,Divorced,8886,8872,1,Yes,19,3,3,1,5,2,3,5,1,7,0,No
29,Travel_Rarely,479,Sales,6,3,Life Sciences,4,Male,48,2,3,Sales Executive,1,Married,8935,2264,2,No,17,3,2,0,0,4,2,0,0,0,4,Yes
34,Travel_Rarely,1212,Research & Development,1,4,Other,1,Female,67,2,3,Research Director,3,Divorced,5850,10685,0,No,18,3,1,1,8,3,3,8,8,0,0,No
23,Travel_Rarely,781,Sales,4,4,Life Sciences,3,Male,76,3,2,Sales Representative,1,Married,1286,17339,3,Yes,15,3,3,1,0,0,3,0,0,8,6,Yes
50,Travel_Frequently,1260,Research & Development,1,3,Life Sciences,3,Female,81,4,4,Laboratory Technician,4,Single,12806,13878,1,Yes,18,3,1,1,11,4,2,11,11,9,5,No
22,Travel_Rarely,191,Sales,1,3,Life Sciences,2,Female,78,2,1,Sales Representative,4,Single,7766,16160,3,Yes,13,4,1,2,12,6,2,12,10,0,1,No
45,Travel_Rarely,589,Research & Development,1,2,Life Sciences,4,Female,100,3,4,Healthcare Representative,4,Married,6910,26908,3,No,11,4,4,1,1,3,3,1,0,3,2,No
31,Travel_Frequently,921,Sales,1,4,Marketing,3,Male,52,4,4,Manager,1,Single,5422,19818,4,No,17,3,2,0,2,2,2,2,2,0,4,Yes
22,Travel_Rarely,964,Research & Development,3,3,Life Sciences,4,Male,79,4,2,Research Director,1,Single,1009,26560,3,No,17,3,3,1,4,2,3,4,1,5,12,No
50,Travel_Rarely,844,Research & Development,6,3,Life Sciences,1,Male,46,3,1,Manufacturing Director,3,Married,9924,6509,6,No,11,3,2,1,6,1,2,6,5,0,2,No
58,Travel_Rarely,1214,Research & Development,22,1,Medical,1,Male,77,3,3,Healthcare Representative,2,Married,3326,13907,1,Yes,17,4,4,1,2,3,2,2,2,4,17,No
36,Travel_Rarely,1418,Research & Development,6,3,Life Sciences,1,Male,31,2,2,Research Director,3,Married,8139,8714,1,No,16,3,2,0,6,0,2,6,4,0,1,No
39,Travel_Rarely,547,Research & Development,11,3,Life Sciences,2,Female,98,4,3,Research Scientist,3,Single,8812,15871,5,No,19,3,2,1,2,3,3,2,0,1,2,Yes
22,Travel_Rarely,965,Sales,3,3,Technical Degree,3,Male,91,4,1,Manager,1,Married,7502,10016,4,Yes,14,3,3,1,0,2,2,0,0,0,0,No
19,Non-Travel,1142,Research & Development,12,3,Marketing,4,Male,42,4,2,Research Scientist,4,Married,7909,23332,2,No,11,3,4,1,0,3,2,0,0,1,3,No
47,Travel_Frequently,1367,Research & Development,8,2,Technical Degree,2,Male,90,4,2,Laboratory Technician,4,Divorced,10538,4183,5,No,13,3,4,2,0,3,3,0,0,1,3,Yes
56,Travel_Rarely,787,Research & Development,5,3,Technical Degree,4,Male,40,1,1,Research Director,4,Married,4122,2327,2,No,13,3,2,0,10,2,3,10,10,2,7,No
21,Travel_Rarely,1129,Research & Development,1,3,Marketing,3,Female,56,3,2,Research Scientist,3,Divorced,6993,19033,1,No,14,3,4,0,22,3,2,22,19,0,17,No
50,Travel_Rarely,382,Sales,3,2,Life Sciences,3,Male,64,3,1,Manager,2,Married,5824,12240,3,Yes,15,3,4,1,3,3,3,3,0,2,17,No
30,Travel_Rarely,1070,Sales,8,3,Marketing,2,Female,47,3,2,Manager,2,Married,1009,23249,3,Yes,14,3,4,3,5,4,2,5,4,0,1,No
37,Travel_Rarely,634,Research & Development,4,3,Technical Degree,1,Female,97,2,4,Manufacturing Director,1,Single,7358,5827,3,No,16,3,4,0,1,3,3,1,0,0,1,No
24,Travel_Rarely,1363,Research & Development,19,5,Technical Degree,4,Female,90,2,2,Research Scientist,2,Married,10253,5369,1,Yes,11,3,3,0,5,3,3,5,5,2,1,No
32,Travel_Frequently,706,Research & Development,2,1,Medical,1,Male,70,4,3,Research Director,4,Married,10629,17172,4,No,16,3,4,2,1,4,2,1,0,0,0,No
40,Travel_Rarely,579,Research & Development,1,1,Life Sciences,4,Female,72,3,1,Healthcare Representative,1,Married,12072,23481,1,No,11,3,3,2,6,4,2,6,6,10,0,No
31,Travel_Rarely,190,Human Resources,8,3,Technical Degree,3,Male,78,4,3,Human Resources,2,Married,1178,9567,2,No,14,3,3,2,18,1,3,18,17,3,2,No
40,Travel_Frequently,1238,Research & Development,19,3,Marketing,4,Male,40,3,4,Research Scientist,1,Married,11385,7040,4,No,11,3,1,0,1,1,3,1,0,2,8,Yes
36,Travel_Rarely,711,Sales,4,1,Other,3,Male,96,3,2,Sales Representative,2,Married,7054,19474,4,No,18,3,1,2,10,1,2,10,10,0,3,No
46,Travel_Rarely,243,Sales,9,4,Life Sciences,2,Male,80,3,4,Manager,1,Married,11301,2939,3,No,13,3,1,1,0,2,2,0,0,0,8,Yes
37,Travel_Rarely,763,Sales,2,3,Life Sciences,3,Male,81,4,2,Manager,3,Single,5315,8747,3,No,16,3,4,1,3,3,3,3,3,8,12,No
46,Travel_Rarely,661,Sales,7,3,Life Sciences,1,Female,72,3,2,Manager,3,Divorced,4907,3413,1,Yes,11,3,1,0,0,3,3,0,0,0,1,Yes
41,Travel_Frequently,152,Sales,13,3,Technical Degree,3,Female,87,4,4,Sales Representative,1,Single,2854,22595,2,Yes,12,3,1,1,3,4,2,3,0,3,7,Yes
35,Travel_Rarely,309,Sales,18,4,Life Sciences,1,Male,99,1,1,Manager,1,Single,8827,11996,0,No,11,3,2,0,1,0,3,1,0,0,0,Yes
27,Travel_Frequently,624,Sales,1,2,Life Sciences,3,Female,58,3,1,Sales Representative,3,Married,8043,23581,3,Yes,15,3,3,0,3,3,2,3,0,1,2,No
58,Non-Travel,1395,Sales,3,2,Other,1,Male,60,4,2,Manager,3,Married,3148,16426,5,Yes,17,3,4,1,3,3,2,3,0,2,1,No
25,Non-Travel,1388,Research & Development,9,2,Life Sciences,4,Female,57,1,3,Research Scientist,1,Married,1009,26911,2,Yes,11,3,4,0,2,5,3,2,0,6,0,No
43,Non-Travel,810,Sales,1,3,Technical Degree,3,Female,79,3,3,Sales Representative,4,Single,7745,4984,4,No,15,4,2,0,7,2,1,7,7,0,2,No
46,Travel_Rarely,1311,Research & Development,10,4,Life Sciences,4,Female,65,3,1,Healthcare Representative,3,Married,8087,4719,0,No,14,3,4,0,17,1,3,17,14,0,2,Yes
27,Travel_Rarely,909,Research & Development,6,3,Technical Degree,1,Female,48,3,5,Research Scientist,3,Married,3539,7607,3,Yes,15,3,1,1,3,1,4,3,2,3,6,Yes
34,Travel_Rarely,1346,Human Resources,3,2,Medical,3,Female,96,2,3,Manager,4,Divorced,2936,10738,1,No,11,3,4,0,1,3,3,1,0,0,8,No
19,Travel_Rarely,182,Sales,15,2,Technical Degree,2,Male,41,3,4,Sales Executive,3,Divorced,8467,3723,1,No,16,3,1,1,2,3,3,2,2,0,4,No
23,Travel_Frequently,510,Research & Development,3,3,Human Resources,3,Male,53,4,2,Laboratory Technician,4,Married,12069,12546,0,Yes,13,3,4,1,13,4,3,13,9,0,4,No
22,Travel_Rarely,1075,Human Resources,29,2,Life Sciences,4,Female,94,3,3,Manager,4,Married,5015,21790,5,No,14,3,1,1,5,2,3,5,5,1,0,No
45,Non-Travel,992,Research & Development,15,4,Life Sciences,4,Male,50,3,4,Manufacturing Director,1,Married,3861,25614,3,No,24,3,4,1,4,1,3,4,1,3,3,Yes
58,Travel_Frequently,783,Research & Development,11,1,Life Sciences,2,Female,55,1,2,Healthcare Representative,4,Single,7396,16838,2,No,11,3,1,1,1,3,3,1,0,7,1,No
22,Non-Travel,187,Sales,1,1,Medical,4,Male,64,3,5,Manager,1,Married,8405,23195,2,No,17,3,1,0,4,4,3,4,2,0,1,No
35,Travel_Frequently,205,Sales,21,1,Technical Degree,3,Female,87,3,2,Sales Executive,2,Married,5407,2652,3,Yes,16,3,4,0,2,3,2,2,2,0,0,Yes
43,Travel_Rarely,1409,Research & Development,14,4,Medical,4,Female,71,3,2,Healthcare Representative,4,Divorced,12575,10164,2,No,17,3,1,1,20,4,3,20,19,1,4,No
37,Travel_Rarely,561,Human Resources,2,3,Medical,3,Female,58,2,4,Manager,4,Single,9205,13001,3,Yes,17,3,4,3,15,2,3,15,12,0,3,No
58,Travel_Rarely,841,Research & Development,4,5,Life Sciences,4,Male,58,3,5,Research Scientist,4,Married,5356,3162,3,No,15,3,4,0,0,2,1,0,0,0,0,No
44,Travel_Rarely,562,Research & Development,2,3,Technical Degree,4,Male,38,3,2,Manufacturing Director,1,Married,1722,26514,2,No,16,3,3,1,5,4,3,5,2,2,1,Yes
29,Travel_Rarely,1246,Sales,29,2,Other,1,Female,31,4,1,Sales Executive,3,Married,10458,13040,7,No,25,3,2,2,1,2,3,1,0,0,5,Yes
24,Travel_Frequently,1477,Research & Development,17,3,Life Sciences,2,Female,31,2,3,Manufacturing Director,3,Single,10075,11546,0,Yes,14,3,4,2,3,2,3,3,0,2,6,Yes
20,Travel_Frequently,541,Sales,23,3,Medical,2,Male,47,3,4,Sales Executive,2,Divorced,5591,13056,2,No,14,3,4,0,14,0,4,14,14,7,2,No
27,Travel_Rarely,670,Research & Development,13,3,Life Sciences,3,Male,98,3,2,Manufacturing Director,4,Married,7551,17566,3,No,11,3,3,1,5,2,2,5,3,4,0,No
51,Travel_Rarely,1314,Research & Development,5,3,Medical,4,Male,86,2,3,Laboratory Technician,2,Married,6048,7992,1,No,11,3,2,0,2,2,2,2,2,0,0,No
42,Travel_Rarely,970,Research & Development,2,1,Medical,4,Male,100,3,3,Manufacturing Director,2,Single,8061,23080,3,No,15,3,2,1,1,3,3,1,0,1,1,No
52,Travel_Rarely,651,Sales,2,1,Life Sciences,4,Male,52,3,1,Sales Representative,1,Married,3425,9904,4,No,16,3,2,0,11,3,4,11,10,1,5,No
33,Travel_Rarely,330,Sales,1,3,Medical,3,Female,48,3,5,Sales Representative,2,Married,2997,10090,3,No,14,4,3,1,6,3,3,6,3,4,3,No
19,Travel_Rarely,1256,Research & Development,7,3,Life Sciences,1,Male,48,2,2,Manufacturing Director,4,Single,8932,18927,2,No,17,3,4,3,4,3,2,4,2,11,5,No
